종목명,2011통합등급,2011환경,2011사회,2011지배구조,2012통합등급,2012환경,2012사회,2012지배구조,2013통합등급,2013환경,2013사회,2013지배구조,2014통합등급,2014환경,2014사회,2014지배구조,2015통합등급,2015환경,2015사회,2015지배구조,2016통합등급,2016환경,2016사회,2016지배구조,2017통합등급,2017환경,2017사회,2017지배구조,2018통합등급,2018환경,2018사회,2018지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2024통합등급,2024환경,2024사회,2024지배구조,종목코드,시장구분,업종명,시가총액
코리안리,B이하,A,B이하,,B이하,B+,B이하,B이하,B+,A,B이하,B이하,B이하,A,B이하,B이하,B이하,A,B이하,B이하,B이하,A+,B이하,B이하,B+,A,B이하,B이하,B+,A,B이하,B이하,B,D,B,B+,B+,B,B+,A,B+,C,B+,B+,A,A,A,A,A,A,A,A,3690,KOSPI,보험,1319630000000.0
코스맥스비티아이,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B+,A,A,B+,B+,B+,A,B,B,A,A,C,B,A,A,C,44820,KOSPI,기타금융,91333288710.0
코스모신소재,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B+,B,B+,B+,B이하,C,B+,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B+,B+,B이하,B+,B+,B+,B,B+,B,B,C,B,D,C,C,D,C,C,C,C,C,C,C,C,5070,KOSPI,화학,4931880000000.0
코스모화학,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,C,B,C,D,B,B,C,B,D,C,D,D,D,C,C,D,D,C,C,D,5420,KOSPI,화학,1219460000000.0
코아스,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B+,B,B,B+,B,C,C,B+,C,D,D,B+,B,C,C,B+,B,C,C,B+,71950,KOSPI,기타제조업,14062780550.0
코오롱,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B,C,B+,B,B,B,B+,B,C,C,A,C,B+,B+,A,B,B+,B+,A,B,2020,KOSPI,기타금융,202780000000.0
코오롱글로벌,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,C,B,B+,B,C,B,B+,C,D,C,B+,C,B,B+,C,C,B,B+,C,3070,KOSPI,건설업,161496000000.0
코원에너지서비스,B이하,B,B이하,,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코웨이,A,B+,A,A,B+,B,A,A,B+,B,A,A,B+,B,A,A,B+,B,A,A,A,B,A+,A,B+,B,A+,A,B+,B,A+,A+,A,A,A+,B+,A,A,A+,B+,B+,A,A,B,A,A,A+,B+,A,A,A+,B+,21240,KOSPI,서비스업,4125400000000.0
콤텍시스템,B이하,B,B이하,,,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,B,C,D,D,D,D,D,D,D,D,D,D,D,D,31820,KOSPI,서비스업,82557099812.0
크라운해태홀딩스,B이하,B,B이하,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B,D,B+,B,B,C,B+,B,C,C,B,C,D,C,C,D,D,C,C,D,5740,KOSPI,기타금융,88341714650.0
키움증권,B이하,B,B이하,,,B+,B이하,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,A,B이하,B이하,B+,A,B+,B이하,B+,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,B,D,B+,B+,B,C,A,B,B,B,C,B,B+,B,A,B,B+,B,A,B,39490,KOSPI,증권,3435700000000.0
아센디오,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,,,,,C,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,12170,KOSPI,서비스업,112373000000.0
태경산업,B이하,B,B이하,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,B,B,B,B,C,B,B+,C,C,C,C,C,C,C,C,C,C,C,C,15890,KOSPI,화학,172157000000.0
태경케미컬,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,D,D,C,C,C,D,B,B,D,D,C,D,D,D,D,D,D,D,D,D,6890,KOSPI,화학,157180000000.0
태광산업,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,B+,D,B+,B,A,B+,D,D,C,C,C,C,C,C,C,C,C,C,3240,KOSPI,화학,702555000000.0
태림포장,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,B,C,C,C,C,B+,C,B,A,A,D,B,A,A,D,11280,KOSPI,종이목재,199673000000.0
태양금속,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B,B+,B,B,B,B,C,B,D,D,D,D,D,C,C,D,D,C,C,D,4100,KOSPI,운수장비,72188900000.0
태영건설,,B+,,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B+,B+,B+,B+,B이하,B+,B+,B+,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,B,B,B+,B+,A,B,B+,B+,B+,B,B+,A,A,A,B+,A,A,A,B+,9410,KOSPI,건설업,89856916380.0
태원물산,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,C,C,C,B,D,D,D,D,D,D,D,D,D,D,D,D,1420,KOSPI,운수장비,31464000000.0
TP,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B+,B이하,B이하,B,B+,B이하,C,D,B+,B,B,C,B+,B,C,D,B,D,D,D,C,D,D,D,C,D,7980,KOSPI,섬유의복,85001890930.0
태평양제약,B이하,B,B이하,B이하,B이하,B,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
텔코웨어,B이하,B,B이하,,,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B,C,D,C,B,D,D,D,C,C,D,D,B,C,D,D,B,78000,KOSPI,서비스업,99452736500.0
TBH글로벌,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,B,D,B+,B+,D,D,D,C,D,D,D,C,D,D,D,C,84870,KOSPI,섬유의복,36979140087.0
티에이치엔,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,C,B,B+,D,D,C,D,C,C,B,C,C,C,B,C,19180,KOSPI,전기전자,63900000000.0
티이씨코,,C,,,,C,B이하,,B이하,D,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파미셀,,C,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,C,B,B,C,B,B+,D,D,D,D,D,C,D,D,D,C,D,D,5690,KOSPI,의약품,340296000000.0
파브코,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팜스코,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B,D,B+,B+,B+,B+,A,B+,B,B,A,C,A,B+,A,A,A,B+,A,A,36580,KOSPI,음식료품,106327000000.0
팬오션,B이하,B+,B이하,B+,B+,B+,B이하,B+,B+,B,B+,B+,,,,,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B이하,B이하,B+,B,B,A,B+,B+,D,A,B,A,B+,C,A,A+,A,A,A,A+,A,A,28670,KOSPI,운수창고업,2205100000000.0
퍼스텍,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,B,B,C,C,C,C,B,D,D,D,C,C,C,C,C,C,C,C,C,10820,KOSPI,기계,163630000000.0
퍼시스,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,C,B+,B,D,D,C,D,D,C,C,D,D,C,C,D,16800,KOSPI,기타제조업,407100000000.0
페이퍼코리아,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,B,B,C,B,D,C,D,D,D,C,C,D,D,C,C,D,1020,KOSPI,종이목재,150574000000.0
평화산업,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B+,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B,B,B,B,B,B+,C,B+,C,D,C,B,D,D,C,C,D,D,C,C,90080,KOSPI,운수장비,61490530080.0
평화홀딩스,B이하,B,B이하,,,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,B,B+,C,B+,C,D,D,B+,C,D,C,B+,C,D,C,B+,10770,KOSPI,운수장비,43876398000.0
POSCO홀딩스,A+,A+,A+,A+,A+,A+,A+,A+,A,A+,A,A,A,A+,A,B+,A,A,A,A,A+,A+,A+,A,A,A,A,A,A,A+,A,A,A,A,B,A+,A,A,B+,A+,A,A,A,A+,A+,A,A+,A+,A+,A,A+,A+,5490,KOSPI,철강금속,33405600000000.0
포스코스틸리온,B이하,B,B이하,B이하,B+,B,B+,B+,B+,B,B+,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,B+,B+,A,B+,A,B+,A+,B+,A,A,A+,A,A,B+,A+,B+,A,A,A+,B+,A,A,A+,B+,58430,KOSPI,철강금속,279300000000.0
포스코인터내셔널,B이하,B,B이하,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B이하,B+,B+,B이하,B이하,B+,B+,B이하,B+,B+,A,B이하,A,B+,A+,A,A+,A,A+,A+,A+,A,A+,A+,A,B+,A+,A,A,A,A+,A,A,A,A+,A,47050,KOSPI,유통업,7890140000000.0
포스코플랜텍,B+,B+,B+,B+,B+,B,B+,B+,B이하,C,B+,B+,B이하,C,A,B이하,B+,C,A,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폴루스바이오팜,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
풀무원,A,A,A,B이하,B+,A,B+,B+,A,A,A,B+,B+,A,A,B이하,B+,B+,B+,B+,A,A,A+,A,A+,A+,A,A,A+,A+,A,A,A+,A,A+,A+,A+,A,A+,A+,A,B+,A+,A,A,A,A+,A,A,A,A+,A,17810,KOSPI,음식료품,470026000000.0
풍림산업,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍산,B이하,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B,B이하,A,B+,B+,B이하,B+,B+,B,B+,B+,B+,B+,A,B+,B+,B,A,A,B,C,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,103140,KOSPI,철강금속,1670250000000.0
풍산홀딩스,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B+,B이하,B,B,B+,B,B,D,A,B+,B,C,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,5810,KOSPI,기타금융,418822000000.0
KH필룩스,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,C,B이하,B이하,C,C,B,B,C,C,B,C,D,D,C,D,D,C,C,D,D,C,C,D,33180,KOSPI,전기전자,120579000000.0
하나금융지주,B+,A+,B+,B이하,A,A+,A,B이하,A,A+,B+,B+,A,A+,B+,B이하,A,A+,B+,B이하,A,A+,A,B이하,A,A,A,B+,A+,A+,A,A,A,A,A,A,A,A,A+,A,A,A+,A+,A,A,A+,A+,A,A,A+,A+,A,86790,KOSPI,기타금융,16664300000000.0
하나은행,B이하,A,B이하,B이하,B+,A,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,
BNK금융지주,,,,,A,A+,A,B이하,B+,A,A,B이하,A,A+,A,B이하,A,A+,A,B이하,A,A+,B+,B이하,B+,B,A,B+,B+,B+ 이하,B+,B이하,A+,B+,A+,A+,A+,A,A+,A+,A,A,A,A,A,A,A+,A,A,A,A+,A,138930,KOSPI,기타금융,2589590000000.0
DGB금융지주,,,,,B+,A,B이하,B+,B+,A,B이하,B+,A,A,A,A,A,A+,B+,A,A+,A+,A+,A,A,A,A,A,B+,B+ 이하,B+,A,A+,A,A+,A+,A+,A,A+,A+,A,A+,A+,A,A,A+,A+,A,A,A+,A+,A,139130,KOSPI,기타금융,1400530000000.0
KC코트렐,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,C,D,C,B+,D,D,D,C,C,C,D,C,C,C,D,C,119650,KOSPI,기계,79395600889.0
KTcs,,,,,,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B+,B이하,B이하,B+,B+,B이하,B이하,B+,B+,B이하,B,D,B+,B+,A,B+,A,A,A,B+,A,A,A,A,A,A,A,A,A,A,58850,KOSPI,서비스업,134244000000.0
글로스텍,,,,,B이하,C,B이하,B이하,B이하,D,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호타이어,,,,,B이하,C,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,A,B이하,C,B+,B+,B+,C,A+,B+,B이하,C,B+,B+,B+,B+,B+,B+,B,B,C,B+,B+,B+,A,B+,B+,B,A,B,A,A,A+,B+,A,A,A+,B+,73240,KOSPI,화학,1835590000000.0
넥솔론,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성산업,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,C,C,C,B+,D,D,C,D,D,D,D,D,D,D,D,D,128820,KOSPI,유통업,169633000000.0
대성에너지,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,B,B+,B,B,B,B,B,C,D,B,C,C,C,C,C,C,C,C,C,117580,KOSPI,전기가스업,244750000000.0
도화엔지니어링,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B이하,B이하,B+,B,B,B+,B+,B,B,B+,C,D,C,C,B,C,B,B,B,C,B,B,2150,KOSPI,서비스업,251214000000.0
동양네트웍스,,,,,,C,B이하,,B이하,C,B이하,B이하,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
한화엔진,,,,,B+,A,B+,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,B+,A+,A,A,B+,A+,A,A,A,A,A,A,B+,A,A,A,B+,A,A,B+,B,A,B+,B+,B,A,B+,B+,B,A,B+,82740,KOSPI,기계,959642000000.0
락앤락,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,C,C,B+,C,C,C,C,B+,B,B,B+,B,C,C,C,B,C,C,C,B,115390,KOSPI,화학,376073000000.0
롯데하이마트,,,,,B이하,B+,B이하,B이하,B+,A,B+,B이하,B+,A,B+,B이하,B+,B+,B+,B이하,B+,B+,A,B이하,B+,A,A+,B이하,A,A,A+,B이하,A,B+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,71840,KOSPI,유통업,217899000000.0
무학,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,B,C,C,B,D,B,B+,C,D,C,B,C,C,D,C,C,C,D,C,33920,KOSPI,음식료품,145065000000.0
벽산,,,,,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,C,B,B,C,B,B+,B,B,D,C,C,D,C,B+,B+,D,C,B+,B+,D,7210,KOSPI,비금속광물,143903000000.0
삼부토건,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,C,C,B,B,C,C,D,B+,D,D,D,C,C,C,C,C,C,C,C,C,1470,KOSPI,건설업,344177000000.0
삼성생명,,,,,B이하,B+,B이하,B이하,A,A,A+,A,A,A,A+,A,A,A,A,A+,A,A+,B+,A,A,A,A,A,B+,B+ 이하,B+,A,B+,A,A,B+,A,A,A+,B+,A,A,A+,B+,A,A+,A+,B+,A,A+,A+,B+,32830,KOSPI,보험,16840000000000.0
삼양사,,,,,B이하,B,B+,B이하,B+,B,B+,B+,B+,B,B+,B+,B이하,C,B+,B+,B이하,C,B+,B이하,B이하,B,B+,B이하,B+,B,B+,B+,B+,B+,B+,B,A,A,A,B+,B+,B+,A,B,B+,A+,A,B,B+,A+,A,B,145990,KOSPI,음식료품,503296000000.0
삼원강재,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B,B+,C,B,C,B,D,B,C,C,D,C,B,B,B,B+,B,B,B,B+,23000,KOSPI,운수장비,109600000000.0
성지건설,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
세아특수강,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B,B,C,B,B+,B+,B+,B+,B+,C,B+,A,A,B+,A,A,A,B+,A,A,19440,KOSPI,철강금속,116381000000.0
신세계인터내셔날,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,B+,B,A,B이하,B+,B+,B+,B이하,A,B,A,A,A,B+,A,A,B+,C,B+,B+,A,A,A,A,A,A,A,A,31430,KOSPI,유통업,637245000000.0
신세계푸드,,,,,B이하,C,B+,B이하,B이하,C,B이하,B이하,B이하,C,B+,B+,B이하,B,B+,B이하,B이하,C,B+,B이하,B+,B,A,B+,B이하,C,B+,B이하,B+,B,B+,B+,A,B+,A,A,B,C,B+,B+,A,B+,A,A,A,B+,A,A,31440,KOSPI,서비스업,132439000000.0
KG모빌리티,,,,,B이하,B,B이하,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B+,B이하,B+,B+,B,B+,,,,,,,,,D,C,C,D,D,C,C,D,3620,KOSPI,운수장비,1141480000000.0
아이마켓코리아,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B,B+,B,D,B+,B+,C,D,B+,C,C,C,B+,C,C,C,B+,C,122900,KOSPI,유통업,280468000000.0
인바이오젠,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,C,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,101140,KOSPI,유통업,93812977440.0
SJM,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,B,C,B,C,B,B+,D,D,C,C,C,C,C,C,C,C,C,C,123700,KOSPI,운수장비,54461094020.0
에이블씨엔씨,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,D,B이하,B이하,C,D,B,C,B+,C,B+,B+,B,D,B,B,C,C,B,C,C,C,B,C,78520,KOSPI,화학,169612000000.0
영흥,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,B+,B이하,B,B이하,B+,B,C,B,B+,B,C,B,B+,C,D,D,B,C,C,C,C,C,C,C,C,12160,KOSPI,철강금속,50047323768.0
우진,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B,B,B+,B,C,C,B+,C,D,C,B,C,D,C,C,C,D,C,C,105840,KOSPI,의료정밀,167873000000.0
웅진에너지,,,,,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B,B이하,A,B이하,C,B이하,B+,B이하,C,B이하,A,B+,B,B이하,A,B이하,B,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,
유니켐,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,B이하,C,B이하,B이하,B+,B+,B이하,B이하,B이하,B+,B이하,B이하,B,B,C,B,B,C,C,B+,D,D,D,D,D,C,C,D,D,C,C,D,11330,KOSPI,기타제조업,159327000000.0
이마트,,,,,B이하,B+,B+,B이하,B+,B+,B+,B+,A,B+,B+,A+,B이하,C,B이하,A,B이하,C,B이하,A,B+,B+,A,B+,B+,B+,B+,B+,A,A,A+,A,A,A,A,A,A,A+,A,B+,A,A,B+,A,A,A,B+,A,139480,KOSPI,유통업,1714360000000.0
이연제약,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,B,D,B,B+,C,D,D,B+,C,D,D,B+,C,D,D,B+,102460,KOSPI,의약품,247948000000.0
롯데에너지머티리얼즈,,,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,C,B,C,C,C,C,C,B,D,D,D,D,C,B,B,C,C,B,B,C,20150,KOSPI,전기전자,2051930000000.0
조선선재,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,C,D,C,B+,C,D,C,B+,D,D,D,C,D,D,D,D,D,D,D,D,120030,KOSPI,기계,122747000000.0
지역난방공사,,,,,B+,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,B+,B+,A,B+,B+,B+,A,B+,B+,A,B+,A,A,A,B+,A,A,A,B+,A+,B+,A,B+,A+,A,A+,A,A+,A+,A+,A+,A+,A,A+,A+,A+,A,71320,KOSPI,전기가스업,470097000000.0
